date,beach_event_id,start_date,end_date,start_date_clipped,end_date_clipped,duration_days_clean,analysis_period,post_emergency,study_group,impact_level,advisory_type_clean,advisory_cause_clean,source_clean,cause_group,beach_name_clean,station_id,station_name_clean,station_lat,station_lon,beach_lat,beach_lon,active_advisory_day,closure_active_day,posting_active_day,rain_advisory_event,bacteria_related_event,tijuana_river_related_event,sewage_infrastructure_event,sewage_related_event,severity_score,enterococcus_flag,fecal_coliform_flag,total_coliform_flag,ecoli_flag,end_date_was_missing
2025-05-15,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-05-16,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-05-17,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-05-18,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-05-19,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-05-20,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-05-21,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-05-22,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-05-23,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-05-24,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-05-25,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-05-26,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-05-27,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-05-28,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-05-29,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-05-30,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-05-31,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-01,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-02,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-03,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-04,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-05,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-06,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-07,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-08,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-09,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-10,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-11,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-12,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-13,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-14,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-15,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-16,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-17,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-18,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-19,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-20,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-21,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-22,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-23,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-24,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-25,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-26,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-27,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-28,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-29,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-06-30,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-01,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-02,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-03,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-04,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-05,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-06,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-07,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-08,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-09,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-10,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-11,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-12,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-13,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-14,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-15,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-16,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-17,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-18,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-19,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-20,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-21,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-22,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-23,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-24,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-25,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-26,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-27,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-28,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-07-29,705,2025-01-16,2025-07-29,2025-01-16,2025-07-29,194,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,"Imperial Beach municipal beach, other",319,EH-010,32.572665227,-117.133201012,32.587527,-117.132598,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-01-16,706,2025-01-16,2025-07-27,2025-01-16,2025-07-27,192,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,Imperial Beach pier area,322,EH-030,32.57875,-117.133186,32.5804,-117.5866,1,1,0,0,1,1,0,1,2,1,0,0,0,False
2025-01-17,706,2025-01-16,2025-07-27,2025-01-16,2025-07-27,192,Recent follow-up,1,South Bay / Tijuana River Impact,2,Closure,Other - Tijuana River Associated,Sewage/Grease,Tijuana River associated,Imperial Beach pier area,322,EH-030,32.57875,-117.133186,32.5804,-117.5866,1,1,0,0,1,1,0,1,2,1,0,0,0,False
